ni,x,y,z,active,is_top
514,512673.043455,758405.236006,-2000.0,True,False
515,515173.043455,762735.363025,-2000.0,True,False
516,517256.376789,766343.802207,-2000.0,True,False
517,518923.043455,769230.553553,-2000.0,True,False
518,520173.043455,771395.617063,-2000.0,True,False
519,521006.376789,772838.992736,-2000.0,True,False
520,521423.043455,773560.680572,-2000.0,True,False
521,521631.376789,773921.524491,-2000.0,True,False
522,521839.710122,774282.368409,-2000.0,True,False
523,522048.043455,774643.212327,-2000.0,True,False
524,522256.376789,775004.056245,-2000.0,True,False
525,522464.710122,775364.900164,-2000.0,True,False
526,522673.043455,775725.744082,-2000.0,True,False
527,522881.376789,776086.588,-2000.0,True,False
528,523089.710122,776447.431918,-2000.0,True,False
529,523298.043455,776808.275836,-2000.0,True,False
530,523506.376789,777169.119755,-2000.0,True,False
531,523714.710122,777529.963673,-2000.0,True,False
532,523923.043455,777890.807591,-2000.0,True,False
533,524131.376789,778251.651509,-2000.0,True,False
534,524339.710122,778612.495428,-2000.0,True,False
535,524756.376789,779334.183264,-2000.0,True,False
536,525589.710122,780777.558937,-2000.0,True,False
537,526839.710122,782942.622447,-2000.0,True,False
538,528506.376789,785829.373793,-2000.0,True,False
539,530589.710122,789437.812975,-2000.0,True,False
540,533089.710122,793767.939994,-2000.0,True,False
541,512240.030753,758655.236006,-2000.0,True,False
542,514740.030753,762985.363025,-2000.0,True,False
543,516823.364087,766593.802207,-2000.0,True,False
544,518490.030753,769480.553553,-2000.0,True,False
545,519740.030753,771645.617063,-2000.0,True,False
546,520573.364087,773088.992736,-2000.0,True,False
547,520990.030753,773810.680572,-2000.0,True,False
548,521198.364087,774171.524491,-2000.0,True,False
549,521406.69742,774532.368409,-2000.0,True,False
550,521615.030753,774893.212327,-2000.0,True,False
551,521823.364087,775254.056245,-2000.0,True,False
552,522031.69742,775614.900164,-2000.0,True,False
553,522240.030753,775975.744082,-2000.0,True,False
554,522448.364087,776336.588,-2000.0,True,False
555,522656.69742,776697.431918,-2000.0,True,False
556,522865.030753,777058.275836,-2000.0,True,False
557,523073.364087,777419.119755,-2000.0,True,False
558,523281.69742,777779.963673,-2000.0,True,False
559,523490.030753,778140.807591,-2000.0,True,False
560,523698.364087,778501.651509,-2000.0,True,False
561,523906.69742,778862.495428,-2000.0,True,False
562,524323.364087,779584.183264,-2000.0,True,False
563,525156.69742,781027.558937,-2000.0,True,False
564,526406.69742,783192.622447,-2000.0,True,False
565,528073.364087,786079.373793,-2000.0,True,False
566,530156.69742,789687.812975,-2000.0,True,False
567,532656.69742,794017.939994,-2000.0,True,False
568,511807.018052,758905.236006,-2000.0,True,False
569,514307.018052,763235.363025,-2000.0,True,False
570,516390.351385,766843.802207,-2000.0,True,False
571,518057.018052,769730.553553,-2000.0,True,False
572,519307.018052,771895.617063,-2000.0,True,False
573,520140.351385,773338.992736,-2000.0,True,False
574,520557.018052,774060.680572,-2000.0,True,False
575,520765.351385,774421.524491,-2000.0,True,False
576,520973.684718,774782.368409,-2000.0,True,False
577,521182.018052,775143.212327,-2000.0,True,False
578,521390.351385,775504.056245,-2000.0,True,False
579,521598.684718,775864.900164,-2000.0,True,False
580,521807.018052,776225.744082,-2000.0,True,False
581,522015.351385,776586.588,-2000.0,True,False
